,Unnamed: 0,date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,total cost,label,lat,lng
662,662,2014/5/15 0:00,3,2.25,1490,974,2,0,0,3,1220,270,2009,0,5021 Delridge Way SW,Seattle,WA 98106,USA,6.272079833,309237.5134,1,47.5567891,-122.3632511
663,663,2014/5/15 0:00,2,1,880,6345,1,0,0,3,880,0,1919,2001,7558 19th Ave SW,Seattle,WA 98106,USA,6.181435006,301082.9239,1,47.5342121,-122.3579384
664,664,2014/5/15 0:00,4,2.5,2150,6807,2,0,0,4,2150,0,1991,0,11401 SE 219th Pl,Kent,WA 98031,USA,6.346467098,311210.8557,1,47.4053767,-122.189076
665,665,2014/5/15 0:00,3,1.75,1960,8136,1,0,0,3,980,980,1948,1994,2419 SW Barton St,Seattle,WA 98106,USA,7.999415494,294189.0707,0,47.5208354,-122.3640238
666,666,2014/5/15 0:00,3,2.25,1180,9630,2,0,0,3,1180,0,1986,0,8121 NE 147th Pl,Kenmore,WA 98028,USA,6.108681195,313627.6273,1,47.7351984,-122.2320729
667,667,2014/5/15 0:00,4,1.75,2290,10290,1,0,0,3,1340,950,1960,2012,2816 SW 110th Pl,Seattle,WA 98146,USA,7.501671201,336419.5768,1,47.504407,-122.3690836
668,668,2014/5/15 0:00,3,2.5,1232,1130,3,0,0,3,1232,0,2007,0,12331 A 10th Pl NE,Seattle,WA 98125,USA,6.602472864,341968.0908,1,47.7185414,-122.3170447
669,669,2014/5/15 0:00,3,2.5,1700,7496,2,0,0,3,1700,0,1994,0,18901-18937 114th Ct SE,Renton,WA 98055,USA,6.783456967,335976.7705,1,47.4322708,-122.1892588
670,670,2014/5/15 0:00,3,1,1400,7066,1,0,0,3,1400,0,1957,2000,11515 4th Ave NE,Seattle,WA 98125,USA,7.090128688,311992.973,1,47.7127362,-122.3251
671,671,2014/5/15 0:00,4,2.5,2710,5880,2,0,0,3,2710,0,1998,2006,12713 SE 302nd St,Auburn,WA 98092,USA,7.163406501,366736.7737,1,47.3314028,-122.1718828
672,672,2014/5/15 0:00,4,1.75,1890,8000,1,0,0,4,1250,640,1960,2001,2145 N 178th St,Shoreline,WA 98133,USA,6.573601791,324084.1925,1,47.757623,-122.3328709
673,673,2014/5/15 0:00,3,2.5,1720,3600,2,0,0,3,1720,0,2010,0,9881 244th Pl NE,Redmond,WA 98053,USA,7.440637811,380039.0489,1,47.6856004,-122.0131018
674,674,2014/5/15 0:00,3,2.5,2240,10800,2,0,0,3,2240,0,1996,0,15839 84th Ave NE,Kenmore,WA 98028,USA,6.384040383,365223.4337,1,47.7432768,-122.2291822
675,675,2014/5/15 0:00,3,1.5,1120,7000,1,0,0,3,1120,0,1955,2005,1323 145th Ave SE,Bellevue,WA 98007,USA,7.672734507,342812.4184,1,47.5987306,-122.1463829
676,676,2014/5/15 0:00,3,1,1630,10304,1,0,0,5,1630,0,1953,0,17228 11th Ave NE,Shoreline,WA 98155,USA,7.930279373,350917.5373,1,47.7548074,-122.3170196
677,677,2014/5/15 0:00,3,1.5,1490,8475,1,0,0,4,1490,0,1963,0,5419 156th Ave NE,Redmond,WA 98052,USA,6.842838117,370264.6491,1,47.6571308,-122.1328993
678,678,2014/5/15 0:00,3,1.5,1340,10224,1,0,0,4,1340,0,1956,0,3825 138th Ave SE,Bellevue,WA 98006,USA,6.634713193,396671.7295,1,47.5751882,-122.1570023
679,679,2014/5/15 0:00,4,1.75,1880,7303,1,0,0,3,1010,870,1976,0,10320 NE 125th Pl,Kirkland,WA 98034,USA,6.004979928,394658.8143,1,47.7128947,-122.2028872
680,680,2014/5/15 0:00,2,1,1320,4520,1,0,1,3,1320,0,1912,1971,4137 48th Ave SW,Seattle,WA 98116,USA,7.921342944,425027.5185,1,47.5655149,-122.3937982
681,681,2014/5/15 0:00,3,2.5,1870,7344,1,0,0,3,1470,400,1980,0,14013 101st Pl NE,Kirkland,WA 98034,USA,7.980443226,450841.7639,1,47.7265392,-122.2059872
682,682,2014/5/15 0:00,3,1.75,1410,6886,1,0,0,3,1410,0,1924,2013,12215 Dayton Ave N,Seattle,WA 98133,USA,6.167496394,456740.2381,1,47.7183219,-122.3532532
683,683,2014/5/15 0:00,3,1.5,1260,10350,1,0,0,3,1260,0,1959,1989,16231 NE 29th St,Bellevue,WA 98008,USA,6.132624821,423942.3252,1,47.6357934,-122.123076
684,684,2014/5/15 0:00,3,1,1660,6582,1,0,0,5,1000,660,1946,0,12033 Dayton Ave N,Seattle,WA 98133,USA,6.520685291,460802.2451,1,47.7169275,-122.3531842
685,685,2014/5/15 0:00,7,3.5,2870,29699,1,0,0,3,1520,1350,1961,2004,11738 1st Ave NE,Seattle,WA 98125,USA,6.596648947,384253.4186,1,47.7153144,-122.3272654
686,686,2014/5/15 0:00,4,2,2050,4000,1.5,0,0,5,1210,840,1941,0,2609 21st Ave S,Seattle,WA 98144,USA,7.412508779,468567.7748,1,47.5799097,-122.3057633
687,687,2014/5/15 0:00,4,2.5,2240,7200,2,0,0,3,2240,0,1995,0,4417 47th Ave S,Seattle,WA 98118,USA,6.674411221,480953.1029,1,47.563586,-122.2747584
688,688,2014/5/15 0:00,3,2.5,1840,2875,2,0,0,4,1840,0,1997,0,4530 48th Ave SW,Seattle,WA 98116,USA,6.558819439,511827.1069,2,47.5620411,-122.3930702
689,689,2014/5/15 0:00,3,2.5,2700,7434,2,0,0,3,2700,0,1991,0,12415 NE 160th St,Woodinville,WA 98072,USA,6.152247644,495371.0732,1,47.7433756,-122.1740217
690,690,2014/5/15 0:00,3,2,1640,9972,1,0,0,4,1640,0,1977,0,25218 SE 31st Pl,Sammamish,WA 98075,USA,7.805640481,467633.9682,1,47.5811876,-122.0020498
691,691,2014/5/15 0:00,3,2.25,1980,40887,1,0,0,4,1980,0,1980,0,4216 232nd Ave NE,Redmond,WA 98053,USA,6.050582727,327935.8953,1,47.6478074,-122.0292112
692,692,2014/5/15 0:00,4,2.5,3020,17810,1,0,0,3,1600,1420,1979,2014,4527-4553 NE 201st Pl,Lake Forest Park,WA 98155,USA,7.741763371,493942.078,1,47.7738065,-122.2800805
693,693,2014/5/15 0:00,2,1,1490,6000,1,0,0,3,1090,400,1946,0,1106 25th Ave E,Seattle,WA 98112,USA,7.347998119,534489.7394,2,47.6295618,-122.3000955
694,694,2014/5/15 0:00,3,2.5,2360,4638,2,0,3,3,2360,0,1996,0,601 NE 76th St,Seattle,WA 98115,USA,7.94212211,545618.2244,2,47.6837247,-122.3209956
695,695,2014/5/15 0:00,4,2.75,2550,7636,1,0,0,3,1440,1110,1986,0,21023-21029 NE 42nd St,Sammamish,WA 98074,USA,6.861107906,564629.1281,2,47.6470766,-122.0601029
696,696,2014/5/15 0:00,5,1.75,2000,3750,2,0,0,4,2000,0,1921,0,309 N 46th St,Seattle,WA 98103,USA,6.782667685,570264.7618,2,47.6619564,-122.3549491
697,697,2014/5/15 0:00,4,2.5,2240,12032,1,0,0,3,2240,0,1983,2009,24231 NE 5th Pl,Sammamish,WA 98074,USA,6.865851953,564787.5566,2,47.6143386,-122.0173677
698,698,2014/5/15 0:00,4,2,1550,4815,1.5,0,0,3,1550,0,1909,2004,5212 Wallingford Ave N,Seattle,WA 98103,USA,6.625312848,585626.7735,2,47.6669457,-122.3361199
699,699,2014/5/15 0:00,4,2.5,2680,9185,2,0,0,3,2680,0,1989,0,26118 SE 39th Ct,Issaquah,WA 98029,USA,6.952177654,611016.5632,2,47.5738195,-121.9918483
700,700,2014/5/15 0:00,4,2,2560,7798,1,0,0,4,1890,670,1947,1988,8600-8698 30th Ave NE,Seattle,WA 98115,USA,7.707088715,619421.372,2,47.6911612,-122.2958343
701,701,2014/5/15 0:00,4,3.25,2740,7266,2,0,0,3,2060,680,2003,0,392 Wilderness Peak Dr NW,Issaquah,WA 98027,USA,7.061750719,681808.3252,2,47.5346535,-122.0660491
702,702,2014/5/15 0:00,3,2.5,4560,17622,2,0,0,4,3800,760,1986,0,1315 232nd Pl NE,Sammamish,WA 98074,USA,6.926641579,646798.2984,2,47.620924,-122.0296946
703,703,2014/5/15 0:00,4,3,3150,9130,2,0,0,3,3150,0,2001,0,24038 SE 13th Pl,Sammamish,WA 98075,USA,7.814749884,646635.3245,2,47.5973555,-122.0170429
704,704,2014/5/15 0:00,4,2.5,3240,20301,2,0,0,3,3240,0,1985,0,17013 NE 133rd St,Redmond,WA 98052,USA,6.341524406,694580.4508,2,47.7190624,-122.1137653
705,705,2014/5/15 0:00,5,3.75,3580,14275,2,0,0,3,3190,390,1999,0,170 Mt Quay Dr NW,Issaquah,WA 98027,USA,7.025337109,730654.5018,3,47.532271,-122.0559373
706,706,2014/5/15 0:00,4,2.5,3310,5404,2,0,0,3,3310,0,2004,2003,19107 NE 64th Way,Redmond,WA 98052,USA,7.183598958,771657.5604,3,47.6634612,-122.0830412
707,707,2014/5/15 0:00,5,2.75,3030,10335,2,0,0,3,3030,0,2013,1923,8024 117th Pl SE,Newcastle,WA 98056,USA,6.726626745,812523.5931,3,47.5304768,-122.1843749
708,708,2014/5/15 0:00,4,3.5,3930,5680,2,0,1,3,2820,1110,2013,1923,19601-19853 Newport Way NW,Issaquah,WA 98027,USA,7.696888573,821130.6814,3,47.553633,-122.076788
709,709,2014/5/15 0:00,4,1.75,2930,11562,1,0,3,3,1670,1260,1947,2012,3539 NW 67th St,Seattle,WA 98117,USA,6.083470544,794733.9874,3,47.6765415,-122.4040694
710,710,2014/5/15 0:00,4,2.5,3950,10856,3,0,0,3,3950,0,2013,1923,25707 SE 30th St,Sammamish,WA 98075,USA,7.131968805,873360.087,3,47.5820787,-121.9963278
711,711,2014/5/15 0:00,5,4.25,3920,16258,2,0,0,3,2900,1020,1990,2009,2548 111th Ave SE,Bellevue,WA 98004,USA,6.039504997,990135.1592,3,47.5871401,-122.1919674
712,712,2014/5/15 0:00,4,3.25,3740,12080,1,0,0,3,2000,1740,1988,2000,13704-13712 209th Ave NE,Woodinville,WA 98077,USA,7.533303954,1057483.081,3,47.721646,-122.0555292
713,713,2014/5/15 0:00,4,2.5,3200,7535,2,0,0,3,3200,0,2006,0,5038 48th Ave NE,Seattle,WA 98105,USA,7.267361168,1235752.892,3,47.666026,-122.2757321
714,714,2014/5/16 0:00,2,1,1010,5200,1,0,0,3,1010,0,1955,2005,20721 9th Ave S,Des Moines,WA 98198,USA,6.760245946,159382.5451,0,47.4165811,-122.3232924
715,715,2014/5/16 0:00,3,1,1000,18513,1,0,0,3,1000,0,1940,1996,1001 SW 102nd St,Seattle,WA 98146,USA,7.418908237,123989.2625,0,47.5117415,-122.3480102
716,716,2014/5/16 0:00,5,1.75,1730,5200,1,0,0,4,1050,680,1978,2000,26607 190th Ave SE,Covington,WA 98042,USA,7.874294851,176288.4818,0,47.3627294,-122.0887242
717,717,2014/5/16 0:00,3,2,1020,1204,2,0,0,3,720,300,2004,2003,3419 SW Morgan St,Seattle,WA 98126,USA,7.845806191,235069.843,0,47.5444292,-122.3758291
718,718,2014/5/16 0:00,4,2.25,1860,7000,1,0,0,3,1120,740,1979,2014,401 SW 322nd St,Federal Way,WA 98023,USA,7.574872597,220994.1192,0,47.3127497,-122.3390794
719,719,2014/5/16 0:00,5,1,1460,6032,2,0,0,4,1460,0,1941,1998,13012 41st Ave S,Tukwila,WA 98168,USA,7.9241701,209241.9937,0,47.4869399,-122.2822161
720,720,2014/5/16 0:00,2,1,870,6150,1,0,0,3,870,0,1941,1994,8627 9th Ave SW,Seattle,WA 98106,USA,7.752865415,199215.3954,0,47.5256283,-122.3470447
721,721,2014/5/16 0:00,4,3.5,1850,6519,2,0,0,3,1130,720,1986,0,1501-1515 SW 327th St,Federal Way,WA 98023,USA,6.989848874,202439.3993,0,47.3088933,-122.3538946
722,722,2014/5/16 0:00,3,2.25,1440,7673,1,0,0,3,940,500,1982,0,22119 123rd Ave SE,Kent,WA 98031,USA,6.394127003,205191.9919,0,47.4033553,-122.1779841
723,723,2014/5/16 0:00,3,2,1900,6660,1,0,0,5,950,950,1966,0,27022 216th Ave SE,Maple Valley,WA 98038,USA,6.848809163,204584.0571,0,47.3594456,-122.0541652
724,724,2014/5/16 0:00,2,1.5,1070,9643,1,0,0,3,1070,0,1985,0,13105 SE 277th Pl,Kent,WA 98030,USA,7.031996292,213271.5933,0,47.3533294,-122.1662035
725,725,2014/5/16 0:00,4,2,1510,4235,1,0,0,3,1510,0,1955,2005,3015 S Graham St,Seattle,WA 98108,USA,6.391346569,232744.464,0,47.5459889,-122.2928981
726,726,2014/5/16 0:00,3,2.5,1480,15639,2,0,0,3,1480,0,1987,2000,44402 SE 142nd Pl,North Bend,WA 98045,USA,6.39942539,207755.7026,0,47.472255,-121.7462018
727,727,2014/5/16 0:00,2,1,830,6017,1,0,0,4,830,0,1954,1979,16221 Bagley Pl N,Shoreline,WA 98133,USA,7.198382021,265745.7945,0,47.7465506,-122.3339661
728,728,2014/5/16 0:00,3,2.5,1870,5874,2,0,0,3,1870,0,2005,0,22610 133rd Pl SE,Kent,WA 98042,USA,6.122763432,305775.913,1,47.3991786,-122.1627724
729,729,2014/5/16 0:00,3,2.25,2060,38377,1,0,0,4,1560,500,1978,2000,36415 12th Pl S,Federal Way,WA 98003,USA,7.022238886,261418.3531,0,47.2748521,-122.319172
730,730,2014/5/16 0:00,4,2.5,2340,8990,2,0,0,3,2340,0,2003,0,24925 234th Pl SE,Maple Valley,WA 98038,USA,6.029869459,294130.7805,0,47.3781799,-122.0296727
731,731,2014/5/16 0:00,3,2,1760,11410,1,0,0,5,1060,700,1977,0,16703 133rd Pl SE,Renton,WA 98058,USA,7.304598772,303835.8259,1,47.4528278,-122.1627399
732,732,2014/5/16 0:00,3,1,1250,4800,1,0,0,4,1250,0,1951,1999,3809 SW Findlay St,Seattle,WA 98126,USA,6.673493096,306136.3741,1,47.5518422,-122.3808253
733,733,2014/5/16 0:00,3,1.5,1170,4950,1,0,0,4,1170,0,1960,2001,15421 SE 4th Pl,Bellevue,WA 98007,USA,6.546153659,315382.3543,1,47.6055853,-122.1353901
734,734,2014/5/16 0:00,3,2.5,1480,1663,2,0,0,3,1180,300,2012,1912,6510 34th Ave SW,Seattle,WA 98126,USA,6.379875322,337177.6071,1,47.5442361,-122.3748734
735,735,2014/5/16 0:00,3,1,1260,6826,1,0,0,3,720,540,1944,0,14040 24th Ave NE,Seattle,WA 98125,USA,6.554624189,301614.1154,1,47.7310867,-122.3027862
736,736,2014/5/16 0:00,4,1,1980,7991,1.5,0,0,3,1980,0,1962,2003,12652 SE 160th St,Renton,WA 98058,USA,7.35933017,329990.4444,1,47.4603281,-122.1703681
737,737,2014/5/16 0:00,4,2.5,2440,4000,2,0,0,3,2440,0,2009,0,24246 229th Ave SE,Maple Valley,WA 98038,USA,7.81930611,348804.7421,1,47.3841075,-122.0360018
738,738,2014/5/16 0:00,4,1.5,1370,9957,1,0,0,3,900,470,1972,2002,12054 NE 137th Ct,Kirkland,WA 98034,USA,7.185344065,323784.454,1,47.7237231,-122.1807765
739,739,2014/5/16 0:00,4,2.5,2790,7956,2,0,0,3,2790,0,2005,0,26004 18th Ave S,Des Moines,WA 98198,USA,6.79308963,358167.9739,1,47.3680312,-122.3101551
740,740,2014/5/16 0:00,3,1.5,1100,1751,2,0,0,3,940,160,2007,0,2001 S Norman St,Seattle,WA 98144,USA,6.093846464,370308.5139,1,47.5927423,-122.3059105
741,741,2014/5/16 0:00,3,2.25,1410,1377,2,0,0,3,1290,120,2005,0,2012 NW Boulder Way Dr,Issaquah,WA 98027,USA,6.743307511,370392.0732,1,47.5341376,-122.0672218
742,742,2014/5/16 0:00,3,3.25,1860,1787,3,0,0,3,1860,0,2007,0,17510 12th Ave NE,Shoreline,WA 98155,USA,6.158513444,377608.4121,1,47.7563397,-122.3159333
743,743,2014/5/16 0:00,3,1.75,1180,10541,1,0,0,4,940,240,1981,0,23013 NE 28th St,Sammamish,WA 98074,USA,6.880645646,334036.6296,1,47.6348573,-122.0321569
744,744,2014/5/16 0:00,3,2.5,2740,83199,2,0,4,3,2740,0,1973,2013,27200-27218 52nd Ave S,Kent,WA 98032,USA,7.881792709,313760.4209,1,47.3574709,-122.2668501
745,745,2014/5/16 0:00,3,2.5,1800,5761,2,0,0,4,1800,0,1990,0,8124 24th Ave SW,Seattle,WA 98106,USA,6.375322609,377801.4695,1,47.5292891,-122.3628441
746,746,2014/5/16 0:00,3,2.5,2670,13218,1,0,0,4,2670,0,1988,0,26010 141st Ave SE,Kent,WA 98042,USA,7.962696644,343102.616,1,47.3684177,-122.1532181
747,747,2014/5/16 0:00,4,2.5,2280,7568,2,0,0,4,2280,0,2001,0,2207 Kennewick Pl NE,Renton,WA 98056,USA,6.751862765,389156.0958,1,47.5114931,-122.1940259
748,748,2014/5/16 0:00,3,2.5,2320,36847,2,0,2,3,2320,0,1992,0,12711 470th Ave SE,North Bend,WA 98045,USA,6.289345794,224836.5156,0,47.4837641,-121.7138054
749,749,2014/5/16 0:00,3,1.75,2150,4333,1,0,0,3,1200,950,1956,2001,4319 SW Brandon St,Seattle,WA 98136,USA,7.15888697,410934.112,1,47.5536971,-122.3879272
750,750,2014/5/16 0:00,3,3,1970,24318,1,0,0,3,1970,0,2010,0,18819 71st Ave NE,Kenmore,WA 98028,USA,6.599738218,372047.7989,1,47.7650775,-122.2458892
751,751,2014/5/16 0:00,3,2.25,1990,7340,2,0,0,3,1990,0,1984,0,17849 149th Ave NE,Woodinville,WA 98072,USA,7.247833678,426752.8308,1,47.7579072,-122.1409931
752,752,2014/5/16 0:00,4,2.25,2270,7800,1,0,0,3,1290,980,1977,2004,11123 NE 141st Pl,Kirkland,WA 98034,USA,6.298578304,416935.9162,1,47.727899,-122.1922082
753,753,2014/5/16 0:00,3,1.75,1560,4049,1.5,0,2,3,1000,560,1926,2003,4042 34th Ave SW,Seattle,WA 98126,USA,7.881639676,438074.7579,1,47.566608,-122.3750886
754,754,2014/5/16 0:00,4,2.5,2430,5000,2,0,0,3,2430,0,2009,0,35019 SE Terrace St,Snoqualmie,WA 98065,USA,7.03895143,463592.9644,1,47.5150538,-121.8729701
755,755,2014/5/16 0:00,3,2,1450,2400,1.5,0,0,3,1450,0,1900,2003,1746 NW 60th St,Seattle,WA 98107,USA,7.98185226,475095.859,1,47.6725752,-122.3809594
756,756,2014/5/16 0:00,3,2.5,2370,7875,2,0,0,3,2370,0,2003,0,6504 E Crest View Loop SE,Snoqualmie,WA 98065,USA,7.366771795,520804.4121,2,47.5426271,-121.8627367
757,757,2014/5/16 0:00,3,1.5,1260,3135,1.5,0,0,3,1260,0,1931,0,3200 44th Ave SW,Seattle,WA 98116,USA,7.434657692,517035.9037,2,47.5754762,-122.3877784
758,758,2014/5/16 0:00,1,1,1140,6700,1.5,0,0,3,1140,0,1920,1979,9055 Palatine Ave N,Seattle,WA 98103,USA,7.827376148,497746.4659,1,47.6958746,-122.3570351
759,759,2014/5/16 0:00,2,2,2260,9604,1,0,0,3,2260,0,1990,2009,9930 NE 197th St,Bothell,WA 98011,USA,7.358110023,483047.1848,1,47.7717432,-122.2079034
760,760,2014/5/16 0:00,3,2.25,1520,1221,3,0,0,3,1520,0,2013,1923,1512 NW 62nd St,Seattle,WA 98107,USA,7.24679312,561325.7131,2,47.674045,-122.37691
761,761,2014/5/16 0:00,4,2.5,2110,3750,2,0,0,3,2110,0,2000,0,6737 5th Ave NW,Seattle,WA 98117,USA,6.220269995,560301.2691,2,47.6788499,-122.3627678
762,762,2014/5/16 0:00,3,2.5,2134,1984,2.5,0,0,3,2134,0,2008,0,373 NE Eagle Way,Issaquah,WA 98029,USA,7.815588124,610861.002,2,47.5402324,-122.0269611
763,763,2014/5/16 0:00,3,2.5,2720,6439,2,0,0,3,2720,0,2005,0,6516 Denny Peak Dr SE,Snoqualmie,WA 98065,USA,6.695603069,581710.6616,2,47.5422107,-121.8600897
764,764,2014/5/16 0:00,3,2.5,2170,5000,2,0,0,3,2170,0,2003,0,1778 26th Ave NE,Issaquah,WA 98029,USA,6.412448076,598223.5764,2,47.5457486,-121.9963651
765,765,2014/5/16 0:00,3,2.25,1720,4000,1.5,0,0,4,1450,270,1921,0,5255 39th Ave NE,Seattle,WA 98105,USA,6.828446991,613711.7773,2,47.668277,-122.2860353
766,766,2014/5/16 0:00,4,2.5,3160,11380,2,0,0,3,3160,0,1983,2009,2504 225th Pl NE,Sammamish,WA 98074,USA,6.46967821,626092.7219,2,47.6319205,-122.03879
767,767,2014/5/16 0:00,5,2.5,3200,6455,2,0,0,3,3200,0,2009,0,6227-6299 Whitaker Ln SE,Snoqualmie,WA 98065,USA,7.292200508,637394.9476,2,47.5446246,-121.8623176
768,768,2014/5/16 0:00,2,1,2020,7200,1,0,3,4,1700,320,1947,1988,10835 41st Ave SW,Seattle,WA 98146,USA,6.040306187,698798.1497,2,47.5060148,-122.3840197
769,769,2014/5/16 0:00,3,2,2050,3933,1,0,0,3,1180,870,1926,2001,2610 E Montlake Pl E,Seattle,WA 98112,USA,6.325001212,706516.7562,3,47.6435567,-122.303148
770,770,2014/5/16 0:00,5,2.75,2830,5310,2,0,0,3,2830,0,2006,0,11931 179th Pl NE,Redmond,WA 98052,USA,7.468404591,698048.1534,2,47.7074151,-122.1010069
771,771,2014/5/16 0:00,4,2.5,3120,14300,2,0,0,3,3120,0,2003,0,120 Mt Si Pl NW,Issaquah,WA 98027,USA,6.964353056,728581.2804,3,47.5318399,-122.0549801
772,772,2014/5/16 0:00,3,2,2180,5440,1,0,0,5,1100,1080,1904,0,4111 Woodland Park Ave N,Seattle,WA 98103,USA,6.949635775,773717.6108,3,47.6569945,-122.3449922
773,773,2014/5/16 0:00,4,3.25,3120,5000,2,0,0,3,2370,750,2005,0,2561 NE 85th St,Seattle,WA 98115,USA,6.070308776,798464.4134,3,47.6900677,-122.2989005
774,774,2014/5/16 0:00,5,1.5,3360,5402,2,0,0,3,3360,0,2014,0,21481 SE 2nd Pl,Sammamish,WA 98074,USA,7.114744728,785425.9147,3,47.6065993,-122.0526259
775,775,2014/5/16 0:00,4,2.75,3280,24440,2,0,0,3,3280,0,1996,0,12040 201st Pl NE,Woodinville,WA 98077,USA,7.387730862,819695.6577,3,47.7072539,-122.0701051
776,776,2014/5/16 0:00,3,2,2220,6641,1,0,2,4,1220,1000,1947,1988,2559 24th Ave W,Seattle,WA 98199,USA,7.265023852,874719.3761,3,47.642618,-122.3879683
777,777,2014/5/16 0:00,4,3,5520,8313,2,0,3,3,3570,1950,2008,0,4468 158th Ave SE,Bellevue,WA 98006,USA,7.402393328,1223994.623,3,47.5654873,-122.1290353
778,778,2014/5/16 0:00,5,4.25,6490,10862,2,0,3,4,3940,2550,1991,0,4080 E Mercer Way,Mercer Island,WA 98040,USA,7.325818629,1952718.324,3,47.5727698,-122.2050108
779,779,2014/5/17 0:00,3,2,1700,4250,1,0,0,3,890,810,1944,0,2204 W Emerson St,Seattle,WA 98199,USA,7.806955309,391038.5707,1,47.6541755,-122.3851581
780,780,2014/5/18 0:00,5,2.5,1970,8605,2,0,0,4,1970,0,1994,0,419 Wetherbee Ln,Enumclaw,WA 98022,USA,7.734902541,242003.9893,0,47.1944474,-122.0129344
781,781,2014/5/18 0:00,3,2.25,1410,14110,1,0,2,3,1170,240,1987,2000,7426 N Fork Rd SE,Snoqualmie,WA 98065,USA,7.0996088,309621.1615,1,47.5338265,-121.7602502
782,782,2014/5/18 0:00,3,2.5,2480,8342,2,0,0,3,2480,0,1986,0,18303 155th Pl SE,Renton,WA 98058,USA,7.920314848,388753.9714,1,47.4380581,-122.1340996
783,783,2014/5/18 0:00,2,2,1360,4688,1,0,0,3,780,580,1944,0,8023 12th Ave NE,Seattle,WA 98115,USA,6.857167748,465665.4392,1,47.6874228,-122.3152709
784,784,2014/5/18 0:00,3,2.5,2130,3500,1,0,0,4,1210,920,1994,0,13440 NE 148th St,Woodinville,WA 98072,USA,7.544995648,528436.896,2,47.7357837,-122.1588075
785,785,2014/5/18 0:00,4,2.5,2060,7475,1,0,0,3,1440,620,1985,0,14117 175th Ave NE,Redmond,WA 98052,USA,6.606044672,529089.1668,2,47.7272155,-122.104943
786,786,2014/5/18 0:00,3,2,1940,55756,1,0,0,5,1940,0,1954,0,2049 144th Ave SE,Bellevue,WA 98007,USA,7.385936038,364788.6357,1,47.5913123,-122.1492062
787,787,2014/5/19 0:00,2,1,680,8064,1,0,0,3,680,0,1941,1994,14917-14999 27th Pl S,SeaTac,WA 98188,USA,7.160127378,70493.4782,0,47.4693499,-122.2982274
788,788,2014/5/19 0:00,3,1,950,7620,1,0,0,3,950,0,1954,2005,9445 8th Ave SW,Seattle,WA 98106,USA,6.098912523,100871.0096,0,47.5178353,-122.3457693
789,789,2014/5/19 0:00,2,1,930,4743,1,0,0,4,930,0,1942,1982,821 Dayton Ave NE,Renton,WA 98056,USA,7.662254383,135524.7324,0,47.4965836,-122.1868617
790,790,2014/5/19 0:00,2,1,910,9612,1,0,0,4,910,0,1981,0,14116 SE 193rd St,Renton,WA 98058,USA,6.280211393,162424.4556,0,47.4295262,-122.1520996
791,791,2014/5/19 0:00,3,1.5,2200,5000,1.5,0,0,3,2200,0,1932,0,2356 Rosemont Pl W,Seattle,WA 98199,USA,6.534026886,188987.2635,0,47.6405087,-122.4079345
792,792,2014/5/19 0:00,3,1,1080,21043,1,0,0,3,1080,0,1942,1999,5612 18th Ave SW,Seattle,WA 98106,USA,7.443666127,159380.1577,0,47.5515485,-122.356831
793,793,2014/5/19 0:00,2,2.25,1610,2040,2,0,0,4,1610,0,1979,0,2906 Kennewick Pl NE,Renton,WA 98056,USA,6.100642807,207647.21,0,47.5180315,-122.1939765
794,794,2014/5/19 0:00,3,1,970,7275,1,0,0,4,970,0,1970,0,11428 SE 225th St,Kent,WA 98031,USA,7.444066803,208831.7123,0,47.400618,-122.1882081
795,795,2014/5/19 0:00,2,2,1470,3128,2,0,0,3,1470,0,2005,0,24023 SE 282nd St,Maple Valley,WA 98038,USA,7.238956348,222985.2609,0,47.3489446,-122.0210501
796,796,2014/5/19 0:00,3,2.25,1580,7941,2,0,0,4,1580,0,1986,0,1714 SW 354th Pl,Federal Way,WA 98023,USA,7.237403329,211257.104,0,47.2843375,-122.356984
797,797,2014/5/19 0:00,4,1.5,1310,8250,1,0,0,3,1060,250,1953,0,240 S 198th St,Des Moines,WA 98148,USA,6.970874966,221757.5525,0,47.4249874,-122.3320399
798,798,2014/5/19 0:00,2,1,1120,9912,1,0,0,4,1120,0,1980,0,7615 SW 257th St,Vashon,WA 98070,USA,6.401923406,224135.867,0,47.3735081,-122.4299085
799,799,2014/5/19 0:00,4,1.75,2420,7672,1,0,0,3,1480,940,1979,2014,4473 192nd Ave SE,Issaquah,WA 98027,USA,6.187687928,241962.1622,0,47.5637504,-122.0851093
800,800,2014/5/19 0:00,3,2.5,1720,1916,2,0,0,3,1720,0,2005,0,454 A St,Renton,WA 98056,USA,7.04878374,269427.5149,0,47.4897147,-122.1661985
801,801,2014/5/19 0:00,3,2.5,1270,9675,2,0,0,3,1270,0,1993,0,44633 SE 151st St,North Bend,WA 98045,USA,7.281522078,259947.5869,0,47.463866,-121.744076
802,802,2014/5/19 0:00,4,1.75,2080,13629,1,0,0,4,1040,1040,1955,2009,8024 S 130th St,Seattle,WA 98178,USA,7.751553831,282597.9237,0,47.4866059,-122.2318205
803,803,2014/5/19 0:00,1,1.5,810,3211,2,0,0,4,810,0,1982,2011,11807 NE 105th Ct,Kirkland,WA 98033,USA,7.084278179,262732.7404,0,47.6941304,-122.1841102
